"Province","ProgramGroup","ProgramType","ProgramDetail","Date","Value"
"Nunavut","Economic","Worker Program","Skilled Trade",2019-09-01,0
"Nunavut","Economic","Worker Program","Skilled Worker",2019-09-01,0
"Nunavut","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2019-09-01,0
"Nunavut","Sponsored Family","Sponsored Family","Sponsored Children",2019-09-01,0
"Nunavut","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2019-09-01,0
"Nunavut","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2019-09-01,0
"Nunavut","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2019-09-01,0
"Nunavut","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2019-09-01,0
"Newfoundland and Labrador","Economic","Worker Program","Atlantic Immigration Pilot Programs",2019-10-01,50
"Newfoundland and Labrador","Economic","Worker Program","Canadian Experience",2019-10-01,10
"Newfoundland and Labrador","Economic","Worker Program","Caregiver",2019-10-01,0
"Newfoundland and Labrador","Economic","Worker Program","Skilled Trade",2019-10-01,0
"Newfoundland and Labrador","Economic","Worker Program","Skilled Worker",2019-10-01,0
"Newfoundland and Labrador","Economic","Business","Self-Employed",2019-10-01,0
"Newfoundland and Labrador","Economic","Business","Start-up Business",2019-10-01,0
"Newfoundland and Labrador","Economic","Provincial Nominee Program","Provincial Nominee Program",2019-10-01,55
"Newfoundland and Labrador","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2019-10-01,0
"Newfoundland and Labrador","Sponsored Family","Sponsored Family","Sponsored Children",2019-10-01,0
"Newfoundland and Labrador","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2019-10-01,0
"Newfoundland and Labrador","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2019-10-01,0
"Newfoundland and Labrador","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2019-10-01,5
"Newfoundland and Labrador","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2019-10-01,5
"Newfoundland and Labrador","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2019-10-01,30
"Newfoundland and Labrador","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2019-10-01,10
"Prince Edward Island","Economic","Worker Program","Agri-Food Pilot",2019-10-01,0
"Prince Edward Island","Economic","Worker Program","Atlantic Immigration Pilot Programs",2019-10-01,25
"Prince Edward Island","Economic","Worker Program","Canadian Experience",2019-10-01,0
"Prince Edward Island","Economic","Worker Program","Caregiver",2019-10-01,0
"Prince Edward Island","Economic","Worker Program","Skilled Trade",2019-10-01,0
"Prince Edward Island","Economic","Worker Program","Skilled Worker",2019-10-01,0
"Prince Edward Island","Economic","Business","Self-Employed",2019-10-01,0
"Prince Edward Island","Economic","Business","Start-up Business",2019-10-01,5
"Prince Edward Island","Economic","Provincial Nominee Program","Provincial Nominee Program",2019-10-01,105
"Prince Edward Island","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2019-10-01,0
"Prince Edward Island","Sponsored Family","Sponsored Family","Sponsored Children",2019-10-01,0
"Prince Edward Island","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2019-10-01,0
"Prince Edward Island","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2019-10-01,0
"Prince Edward Island","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2019-10-01,5
"Prince Edward Island","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2019-10-01,0
"Prince Edward Island","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2019-10-01,10
"Prince Edward Island","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2019-10-01,0
"Nova Scotia","Economic","Worker Program","Atlantic Immigration Pilot Programs",2019-10-01,180
"Nova Scotia","Economic","Worker Program","Canadian Experience",2019-10-01,35
"Nova Scotia","Economic","Worker Program","Caregiver",2019-10-01,0
"Nova Scotia","Economic","Worker Program","Skilled Trade",2019-10-01,0
"Nova Scotia","Economic","Worker Program","Skilled Worker",2019-10-01,40
"Nova Scotia","Economic","Business","Self-Employed",2019-10-01,0
"Nova Scotia","Economic","Business","Start-up Business",2019-10-01,0
"Nova Scotia","Economic","Provincial Nominee Program","Provincial Nominee Program",2019-10-01,300
"Nova Scotia","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2019-10-01,0
"Nova Scotia","Sponsored Family","Sponsored Family","Sponsored Children",2019-10-01,0
"Nova Scotia","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2019-10-01,0
"Nova Scotia","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2019-10-01,5
"Nova Scotia","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2019-10-01,65
"Nova Scotia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2019-10-01,25
"Nova Scotia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2019-10-01,80
"Nova Scotia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2019-10-01,20
"New Brunswick","Economic","Worker Program","Atlantic Immigration Pilot Programs",2019-10-01,190
"New Brunswick","Economic","Worker Program","Canadian Experience",2019-10-01,15
"New Brunswick","Economic","Worker Program","Caregiver",2019-10-01,0
"New Brunswick","Economic","Worker Program","Skilled Trade",2019-10-01,0
"New Brunswick","Economic","Worker Program","Skilled Worker",2019-10-01,10
"New Brunswick","Economic","Business","Self-Employed",2019-10-01,0
"New Brunswick","Economic","Business","Start-up Business",2019-10-01,0
"New Brunswick","Economic","Provincial Nominee Program","Provincial Nominee Program",2019-10-01,240
"New Brunswick","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2019-10-01,0
"New Brunswick","Sponsored Family","Sponsored Family","Sponsored Children",2019-10-01,0
"New Brunswick","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2019-10-01,0
"New Brunswick","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2019-10-01,0
"New Brunswick","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2019-10-01,15
"New Brunswick","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2019-10-01,5
"New Brunswick","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2019-10-01,45
"New Brunswick","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2019-10-01,0
"Quebec","Economic","Worker Program","Canadian Experience",2019-10-01,0
"Quebec","Economic","Worker Program","Caregiver",2019-10-01,45
"Quebec","Economic","Worker Program","Skilled Worker",2019-10-01,NA
"Quebec","Economic","Business","Entrepreneur",2019-10-01,5
"Quebec","Economic","Business","Investor",2019-10-01,190
"Quebec","Economic","Business","Self-Employed",2019-10-01,0
"Quebec","Economic","Provincial Nominee Program","Provincial Nominee Program",2019-10-01,0
"Quebec","Sponsored Family","Sponsored Family","Sponsored Children",2019-10-01,45
"Quebec","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2019-10-01,0
"Quebec","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2019-10-01,120
"Quebec","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2019-10-01,605
"Quebec","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2019-10-01,0
"Quebec","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2019-10-01,125
"Quebec","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2019-10-01,245
"Ontario","Economic","Worker Program","Agri-Food Pilot",2019-10-01,0
"Ontario","Economic","Worker Program","Canadian Experience",2019-10-01,NA
"Ontario","Economic","Worker Program","Caregiver",2019-10-01,365
"Ontario","Economic","Worker Program","Rural and Northern Immigration",2019-10-01,0
"Ontario","Economic","Worker Program","Skilled Trade",2019-10-01,20
"Ontario","Economic","Worker Program","Skilled Worker",2019-10-01,NA
"Ontario","Economic","Business","Entrepreneur",2019-10-01,0
"Ontario","Economic","Business","Investor",2019-10-01,0
"Ontario","Economic","Business","Self-Employed",2019-10-01,25
"Ontario","Economic","Business","Start-up Business",2019-10-01,10
"Ontario","Economic","Provincial Nominee Program","Provincial Nominee Program",2019-10-01,NA
"Ontario","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2019-10-01,0
"Ontario","Sponsored Family","Sponsored Family","Sponsored Children",2019-10-01,155
"Ontario","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2019-10-01,10
"Ontario","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2019-10-01,660
"Ontario","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2019-10-01,NA
"Ontario","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2019-10-01,65
"Ontario","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2019-10-01,470
"Ontario","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2019-10-01,945
"Manitoba","Economic","Worker Program","Agri-Food Pilot",2019-10-01,0
"Manitoba","Economic","Worker Program","Canadian Experience",2019-10-01,30
"Manitoba","Economic","Worker Program","Caregiver",2019-10-01,0
"Manitoba","Economic","Worker Program","Rural and Northern Immigration",2019-10-01,0
"Manitoba","Economic","Worker Program","Skilled Trade",2019-10-01,0
"Manitoba","Economic","Worker Program","Skilled Worker",2019-10-01,60
"Manitoba","Economic","Business","Entrepreneur",2019-10-01,0
"Manitoba","Economic","Business","Self-Employed",2019-10-01,0
"Manitoba","Economic","Business","Start-up Business",2019-10-01,0
"Manitoba","Economic","Provincial Nominee Program","Provincial Nominee Program",2019-10-01,NA
"Manitoba","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2019-10-01,0
"Manitoba","Sponsored Family","Sponsored Family","Sponsored Children",2019-10-01,20
"Manitoba","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2019-10-01,0
"Manitoba","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2019-10-01,45
"Manitoba","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2019-10-01,195
"Manitoba","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2019-10-01,20
"Manitoba","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2019-10-01,85
"Manitoba","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2019-10-01,155
"Saskatchewan","Economic","Worker Program","Agri-Food Pilot",2019-10-01,0
"Saskatchewan","Economic","Worker Program","Canadian Experience",2019-10-01,30
"Saskatchewan","Economic","Worker Program","Caregiver",2019-10-01,15
"Saskatchewan","Economic","Worker Program","Rural and Northern Immigration",2019-10-01,0
"Saskatchewan","Economic","Worker Program","Skilled Trade",2019-10-01,0
"Saskatchewan","Economic","Worker Program","Skilled Worker",2019-10-01,40
"Saskatchewan","Economic","Business","Self-Employed",2019-10-01,0
"Saskatchewan","Economic","Provincial Nominee Program","Provincial Nominee Program",2019-10-01,NA
"Saskatchewan","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2019-10-01,0
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Children",2019-10-01,15
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2019-10-01,0
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2019-10-01,50
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2019-10-01,140
"Saskatchewan","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2019-10-01,5
"Saskatchewan","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2019-10-01,60
"Saskatchewan","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2019-10-01,95
"Alberta","Economic","Worker Program","Agri-Food Pilot",2019-10-01,0
"Alberta","Economic","Worker Program","Canadian Experience",2019-10-01,160
"Alberta","Economic","Worker Program","Caregiver",2019-10-01,145
"Alberta","Economic","Worker Program","Rural and Northern Immigration",2019-10-01,0
"Alberta","Economic","Worker Program","Skilled Trade",2019-10-01,10
"Alberta","Economic","Worker Program","Skilled Worker",2019-10-01,465
"Alberta","Economic","Business","Entrepreneur",2019-10-01,0
"Alberta","Economic","Business","Investor",2019-10-01,0
"Alberta","Economic","Business","Self-Employed",2019-10-01,0
"Alberta","Economic","Business","Start-up Business",2019-10-01,10
"Alberta","Economic","Provincial Nominee Program","Provincial Nominee Program",2019-10-01,NA
"Alberta","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2019-10-01,0
"Alberta","Sponsored Family","Sponsored Family","Sponsored Children",2019-10-01,75
"Alberta","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2019-10-01,15
"Alberta","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2019-10-01,320
"Alberta","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2019-10-01,850
"Alberta","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2019-10-01,15
